protein_id	split	source	pdb_file	status	ca_residues	sequence_length	structure_sequence_coverage	error
2IUK_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2IUK.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2IUK_A.pdb	ok	835	864	0.9664351851851852	
2IUK_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2IUK.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2IUK_B.pdb	ok	835	864	0.9664351851851852	
2SBL_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2SBL.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2SBL_A.pdb	ok	807	839	0.9618593563766389	
2SBL_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2SBL.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2SBL_B.pdb	ok	807	839	0.9618593563766389	
3BNB_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3BNB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3BNB_A.pdb	ok	818	839	0.9749702026221693	
3BNC_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3BNC.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3BNC_A.pdb	ok	823	839	0.9809296781883194	
3BND_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3BND.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3BND_A.pdb	ok	817	839	0.9737783075089392	
3BNE_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3BNE.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3BNE_A.pdb	ok	818	839	0.9749702026221693	
3PZW_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3PZW.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3PZW_A.pdb	ok	820	839	0.9773539928486293	
4WFO_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4WFO.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4WFO_A.pdb	ok	826	858	0.9627039627039627	
4WHA_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4WHA.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4WHA_A.pdb	ok	822	839	0.9797377830750894	
5EEO_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5EEO.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5EEO_A.pdb	ok	806	839	0.9606674612634089	
5T5V_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5T5V.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5T5V_A.pdb	ok	820	839	0.9773539928486293	
5T5V_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5T5V.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5T5V_B.pdb	ok	820	839	0.9773539928486293	
5TQN_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5TQN.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5TQN_A.pdb	ok	819	839	0.9761620977353993	
5TQN_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5TQN.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5TQN_B.pdb	ok	818	839	0.9749702026221693	
5TQO_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5TQO.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5TQO_A.pdb	ok	819	839	0.9761620977353993	
5TQO_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5TQO.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5TQO_B.pdb	ok	820	839	0.9773539928486293	
5TQP_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5TQP.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5TQP_A.pdb	ok	822	839	0.9797377830750894	
5TQP_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5TQP.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5TQP_B.pdb	ok	819	839	0.9761620977353993	
5TR0_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5TR0.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5TR0_A.pdb	ok	820	839	0.9773539928486293	
5TR0_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5TR0.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5TR0_B.pdb	ok	817	839	0.9737783075089392	
7SOI_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/7SOI.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/7SOI_A.pdb	ok	818	839	0.9749702026221693	
7SOI_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/7SOI.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/7SOI_B.pdb	ok	819	839	0.9761620977353993	
7SOJ_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/7SOJ.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/7SOJ_A.pdb	ok	818	839	0.9749702026221693	
7SOJ_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/7SOJ.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/7SOJ_B.pdb	ok	820	839	0.9773539928486293	
8I6Y_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/8I6Y.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/8I6Y_A.pdb	ok	844	859	0.9825378346915018	
8I6Y_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/8I6Y.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/8I6Y_B.pdb	ok	844	859	0.9825378346915018	
9O4S_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9O4S.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9O4S_A.pdb	ok	818	839	0.9749702026221693	
9O4T_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9O4T.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9O4T_A.pdb	ok	802	839	0.9558998808104887	
3IWJ_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3IWJ.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3IWJ_A.pdb	ok	500	503	0.9940357852882704	
3IWJ_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3IWJ.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3IWJ_B.pdb	ok	500	503	0.9940357852882704	
3IWK_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3IWK.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3IWK_A.pdb	ok	496	503	0.9860834990059643	
3IWK_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3IWK.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3IWK_B.pdb	ok	496	503	0.9860834990059643	
3IWK_C	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3IWK.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3IWK_C.pdb	ok	495	503	0.9840954274353877	
3IWK_D	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3IWK.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3IWK_D.pdb	ok	496	503	0.9860834990059643	
3IWK_E	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3IWK.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3IWK_E.pdb	ok	496	503	0.9860834990059643	
3IWK_F	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3IWK.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3IWK_F.pdb	ok	495	503	0.9840954274353877	
3IWK_G	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3IWK.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3IWK_G.pdb	ok	496	503	0.9860834990059643	
3IWK_H	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3IWK.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3IWK_H.pdb	ok	497	503	0.9880715705765407	
3IWK_I	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3IWK.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3IWK_I.pdb	ok	496	503	0.9860834990059643	
3IWK_J	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3IWK.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3IWK_J.pdb	ok	497	503	0.9880715705765407	
3IWK_K	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3IWK.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3IWK_K.pdb	ok	496	503	0.9860834990059643	
3IWK_L	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3IWK.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3IWK_L.pdb	ok	496	503	0.9860834990059643	
4A0M_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4A0M.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4A0M_A.pdb	ok	494	496	0.9959677419354839	
4A0M_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4A0M.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4A0M_B.pdb	ok	494	496	0.9959677419354839	
4A0M_C	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4A0M.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4A0M_C.pdb	ok	494	496	0.9959677419354839	
4A0M_D	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4A0M.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4A0M_D.pdb	ok	494	496	0.9959677419354839	
4I8P_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4I8P.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4I8P_A.pdb	ok	500	520	0.9615384615384616	
4I8P_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4I8P.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4I8P_B.pdb	ok	498	520	0.9576923076923077	
4I8Q_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4I8Q.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4I8Q_A.pdb	ok	495	514	0.9630350194552529	
4I9B_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4I9B.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4I9B_A.pdb	ok	496	517	0.9593810444874274	
4I9B_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4I9B.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4I9B_B.pdb	ok	496	517	0.9593810444874274	
4V37_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4V37.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4V37_A.pdb	ok	495	497	0.9959758551307847	
4V37_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4V37.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4V37_B.pdb	ok	494	497	0.993963782696177	
4V37_C	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4V37.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4V37_C.pdb	ok	495	497	0.9959758551307847	
4V37_D	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4V37.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4V37_D.pdb	ok	493	497	0.9919517102615694	
4V3F_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4V3F.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4V3F_A.pdb	ok	495	497	0.9959758551307847	
4V3F_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4V3F.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4V3F_B.pdb	ok	494	497	0.993963782696177	
4V3F_C	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4V3F.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4V3F_C.pdb	ok	493	497	0.9919517102615694	
4V3F_D	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4V3F.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4V3F_D.pdb	ok	495	497	0.9959758551307847	
5A2D_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5A2D.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5A2D_A.pdb	ok	493	497	0.9919517102615694	
5A2D_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5A2D.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5A2D_B.pdb	ok	493	497	0.9919517102615694	
5A2D_C	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5A2D.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5A2D_C.pdb	ok	491	497	0.9879275653923542	
5A2D_D	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5A2D.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5A2D_D.pdb	ok	491	497	0.9879275653923542	
9SOB_4	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_4.pdb	ok	447	447	1.0	
9SOB_48	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_48.pdb	ok	447	447	1.0	
9SOB_A16	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_A16.pdb	ok	818	860	0.9511627906976744	
9SOB_A24	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_A24.pdb	ok	818	860	0.9511627906976744	
9SOB_A32	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_A32.pdb	ok	818	860	0.9511627906976744	
9SOB_A40	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_A40.pdb	ok	818	860	0.9511627906976744	
9SOB_C	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_C.pdb	ok	1824	1838	0.9923830250272034	
9SOB_C16	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_C16.pdb	ok	1838	1838	1.0	
9SOB_C24	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_C24.pdb	ok	1838	1838	1.0	
9SOB_C32	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_C32.pdb	ok	1838	1838	1.0	
9SOB_C8	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_C8.pdb	ok	1793	1838	0.9755168661588683	
9SOB_D	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_D.pdb	ok	1453	1464	0.9924863387978142	
9SOB_D16	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_D16.pdb	ok	1453	1464	0.9924863387978142	
9SOB_D24	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_D24.pdb	ok	1453	1464	0.9924863387978142	
9SOB_D32	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_D32.pdb	ok	1453	1464	0.9924863387978142	
9SOB_D40	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_D40.pdb	ok	1453	1464	0.9924863387978142	
9SOB_D8	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_D8.pdb	ok	1453	1464	0.9924863387978142	
9SOB_N	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_N.pdb	ok	302	302	1.0	
9SOB_N16	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_N16.pdb	ok	302	302	1.0	
9SOB_N8	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_N8.pdb	ok	302	302	1.0	
9SOB_O	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SOB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SOB_O.pdb	ok	303	326	0.9294478527607362	
